SR NO.,DATE,LOT NO.,PARTY NAME,BRAND,MODEL,QTY,ISSUE MODEL,REMARK,REPLACEMENT NO.,DOA CREDIT NOTE,DATE2,REMARK2,DOA NO ,DATE3,SEND TO COMPANY,DATE4,JOB SHEET NO.,DATE42,FDESPATCH THROUGH,DISPATCH DOC NO.,DATE5
371,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA P2023 BLACK 20000 MAH POWERBANK,3,P2023,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
372,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA P3002  22.5W POLYMER 30000 MAH POWERBANK,1,CN,,CN,DOAG/0355/2526,2025-06-28,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
373,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB1069 22.5W BLACK POWERBANK,3,P1069,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
374,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB2080 22.5W BLACK 20000 MAH POWERBANK,3,CN,,CN,DOAG/0355/2526,2025-06-28,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
375,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA PD032-30W TYPE C TO C CHARGER BLACK,2,PD032,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
376,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA QC 3TC01 18W QC3.0 QUICK CHARGER,1,QC 3TC01,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
377,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC09 TYPE C WHITE VOOC CABLE,2,SCC09,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
378,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC18 1.2 M MICRO USB PVC CABLE BLACK,1,SCC21,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
379,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC19 1.22 M TYPE C PVC CABLE BLACK,2,SCC09,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
380,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC21 ,2,SCC21,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
381,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW106 CG SILVER SMART WATCH BLUETOOTH CALLING,4,CN,,CN,DOAG/0355/2526,2025-06-28,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
382,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW109 BLACK SMART WATCH,2,CN,,CN,DOAG/0355/2526,2025-06-28,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
383,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA WA-2.4A 2 USB PORT OUTPOT WALL CHARGER,2,WA-2.4A 2,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
384,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA WPB1004 22.5W BLACK PB10000 MAH,1,WPB1004,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
385,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST AB001 BLUE EARBUDS,5,AB001N,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
386,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST AB001 N BLACK EARBUDS,6,AB001 N,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
387,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST AB003 BLACK EARBUDS,2,AB003,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
388,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST BHF916 PGR,1,BHF916,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
389,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST BM001 BLACK BLUETOOTH HEADSET,2,NB077V,,RPLC/0313/2526,DOAG/0336/2526,2025-06-25,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
390,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST EB-093 BLACK EARBUDS,2,EB093,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
391,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST NB1008 SILVER,1,NB077V,,RPLC/0313/2526,DOAG/0336/2526,2025-06-25,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
392,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST PB2001 BLACK POWERBANK,2,PB2001,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
393,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST QUBE BLACK WATCH,1,ULTIME,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
394,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST-PB-01 BLACK POWERBANK,2,PB-01,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
395,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST-PB-01 WHITE POWERBANK,1,PB-01,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
396,2025-06-13,28,GLOBAL SOLUTIONS ,BOAST,BOAST-PB-12 22.5W 10000MAH BLACK,3,PB-12,,RPLC/0240/2526,DOAG/0261/2526,2025-06-17,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
397,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA HF09 BLACK,5,HF09,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
398,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA  CC10 CABLE,8,CC33,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
399,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA WPB1004 22.W BLACK PB10000 MAH,1,WPB1004,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
400,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1006 WHITE POWERBANK,1,P1009,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
401,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1009 BLACK POWERBANK,1,P1009,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
402,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1049 12W 10000 MAH BLACK POWER BANK,1,P1009,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
403,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1051 POWER BANK 10000 MAH BLACK,2,P1009,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
404,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB1069 22.5W BLACK POWER BANK,1,PB1069,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
405,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB1069 22.5W WHITE POWER BANK,1,PB1069,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
406,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW106 CG SMARTWATCH BLUWTOOTH CALLING SILVER,1,CN,,CN,DOAG/0357/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
407,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,Syska P1071 1000 Mah Black Powerbank,5,P1009,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
408,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW109 BLACK SMART WATCH,3,CN,,CN,DOAG/0357/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
409,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1090 10000MAH POWERBANK GREY,2,1098,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
410,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1094 POWER BANK WHITE,1,P1009,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
411,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1098 BLACK 22.5W10000 MAH POWERBANK,2,P1098,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
412,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC19 1.22 M TYPE C PVC CABLE BLACK,1,SCC09,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
413,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,PD20W1 20W PD CHARGER WITH 1 M C TO C CABLE,1,PD032,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
414,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,Syska P2023 Black 20000 MAH Powerbank,5,P2023,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
415,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P2066 22.5 20000MAH POWERBANK GREY,1,P2023,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
416,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB2080 22.5W BLACK 20000MAH POWER BANK,2,CN,,CN,DOAG/0357/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
417,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB2080 22.5W WHITE 20000MAH POWER BANK,3,CN,,CN,DOAG/0357/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
418,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P2082 BLUE 20000MAH PB,1,P2082,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
419,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER214 BEAT MASTER WIRED EARPHONE BLACK,4,ER214,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
420,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER217 WIRED EARPHONE BLACK GOLD,1,ER217,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
421,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER218 WHITE WIRED EARPHONE,2,ER217,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
422,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA FCC25 1.2 M/5 AMP C TO C TYPE C CABLE GREY,2,FCC25,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
423,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA RC30W QC USB TRAVEL CHARGER WHITE,1,RC30W,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
424,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA PD032-30W TYPE C TO C CHARGER BLACK,3,PD032,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
425,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA PD032-30W TYPE C TO C CHARGER WHITE,3,PD032,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
426,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA HE3500 DEEP BASS NECKBAND BLACK,4,HE100H,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
427,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X BLACK BLUETOOTH SPEAKER,2,BT4082,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
428,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4080X 5 WATT BLUETOOTH SPEAKER BLUE,1,BT4082,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
429,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA  BT4082-N GREEN BLUETOOTH SPEAKER,1,BT4082-N,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
430,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,HS500 WIRED HEADSET,4,CN,,CN,DOAG/0357/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
431,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,HE5400PRO CLASSIC BLACK BLUETOOTH,2,HE100H,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
432,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 BLACK,6,NB-077V,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
433,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-0658 BLACK BT NECKBAND,5,NB-077V,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
434,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-070 SYSKA BT NECKBAND BLACK GREY,2,NB-077V,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
435,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-072C SYSKA NECKBAND BLACK GREY,25,NB-077V,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
436,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA BS-0856 BLUETOOTH HEADSET BLACK,1,CN,,CN,DOAG/0357/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
437,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA SHF918 RD,2,SHF918,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
438,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,Syska BT Soundbar SB999 10W Silver Grey,6,SB999,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
439,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA ST-1000 BAAZA SINGLE TWR WIRED MIC BLACK,1,BAZZA PRO,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
440,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA BAZZA PRO,1,BAZZA PRO,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
441,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC09 TYPE C WHITE VOOC CABLE,5,SCC09,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
442,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA CCMP90 MICRO PVC POLIYESTER 1.5M CABLE,1,CCMP90,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
443,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA.HE100H BT WITH A2DP ROYAL BLUE,2,HE100H,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
444,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA.HE100H BT WITH A2DP TEAL GREEN,2,HE100H,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
445,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,TC2.1AD AMP TRAVEL CHARGER,2,WA2.4 USB,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
446,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,TC. 2.4AD AMP TRAVEL CHARGER BLACK,2,WA2.4 USB,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
447,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA WA-2.4A 2 USB PORT OUTPOT WALL CHARGER,6,WA2.4 USB,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
448,2025-06-24,149,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1051 POWER BANK 10000 MAH WHITE,1,P1009,,RPLC/0324/2526,DOAG/0347/2526,2025-06-28,,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,82/25-26/44 ,2025-06-24,,,
449,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST HF109 BLACK TYPE C,6,HF109,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
450,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST BM001 BLACK BLUETOOTH HEADSET,2,NB-077V,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
451,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST PB2001 BLACK POWER BANK,2,CN,,CN,DOAG/0356/2526,2025-06-28,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
452,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST PB2001 WHITE POWER BANK,1,CN,,CN,DOAG/0356/2526,2025-06-28,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
453,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST BHF916 PGR,2,BHF916,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
454,2025-06-24,58,GLOBAL SOLUTIONS ,BOAST,BOAST EB-093 BLACK EARBUDS,6,EB093,,RPLC/0322/2526,DOAG/0345/2526,2025-06-27,,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,82/25-26/45,2025-06-24,,,
